X,Y
1828,871
1828,880
1827,880
1833,883
1834,883
1838,873
1841,864
1841,862
1838,862
1837,870
1832,875
1825,875
1826,876
1827,879
1828,883
1829,885
1830,886
1832,888
1833,890
1836,889
1836,889
1836,889
1836,888
1836,885
1835,880
1832,874
1830,867
1827,864
1820,861
1812,858
1807,850
1794,844
1784,834
1775,828
1768,814
1759,808
1747,798
1726,795
1708,784
1704,730
1684,750
1681,728
1638,784
1601,854
1584,862
1549,855
1572,876
1501,883
1531,892
1542,902
1403,887
1378,884
1358,883
1347,882
1341,882
1339,883
1450,882
1350,887
1342,888
1338,889
1336,891
1337,891
1335,892
1336,892
1336,894
1336,895
1335,896
1335,896
1334,896
1334,895
1335,895
1336,895
1338,895
1355,892
1367,878
1378,813
1375,842
1353,872
1333,882
1325,884
1330,888
1332,893
1333,896
1333,896
1334,895
1334,895
1335,894
1335,892
1335,889
1333,883
1333,879
1332,874
1328,863
1319,852
1309,841
1294,836
1281,828
1269,809
1262,802
1245,801
1223,800
1205,778
1212,754
1178,777
1129,832
1119,880
1103,883
1100,891
1083,897
1117,909
978,905
934,906
905,905
887,905
868,905
852,906
842,904
837,906
836,909
834,911
834,912
831,912
831,913
834,913
835,914
835,915
833,916
834,916
835,916
835,916
836,916
835,916
835,917
836,918
836,919
835,921
835,921
869,873
863,879
844,885
830,889
826,891
828,903
829,909
830,914
831,917
831,919
832,918
832,917
832,915
832,913
833,910
836,906
746,907
805,897
586,914
581,921
580,923
579,924
581,924
754,867
605,906
739,842
732,829
723,823
717,822
688,834
662,841
635,845
621,837
584,856
563,882
549,890
516,902
467,901
436,905
412,907
383,909
362,907
343,905
331,906
328,906
321,908
322,911
321,911
316,912
315,912
311,913
313,914
317,914
317,914
316,914
315,914
314,913
313,912
315,912
314,911
313,911
313,911
314,913
317,914
320,914
320,901
340,872
339,878
337,883
319,891
307,897
294,903
297,908
301,912
301,915
304,917
305,917
306,917
306,918
311,916
311,916
310,916
311,914
312,913
312,912
313,909
312,901
309,891
304,883
304,873
302,866
293,861
282,851
111,902
99,912
97,911
102,912
186,843
190,836
186,841
170,845
153,844
127,845
125,844
99,847
72,865
56,872
51,872
39,878
38,876
60,843
95,803
98,815
99,834
101,843
106,805
104,864
103,897
101,902
99,901
94,899
90,895
86,894
85,893
85,894
84,893
84,893
79,892
80,892
80,892
80,891
81,890
81,887
81,887
82,886
81,883
