X,Y
1789,914
1795,913
1795,907
1790,909
1788,906
1788,906
1793,907
1795,907
1794,911
1794,911
1615,911
1686,925
1786,911
1794,895
1794,883
1793,881
1786,871
1763,862
1741,866
1710,871
1663,882
1645,892
1608,887
1545,903
1523,905
1483,914
1451,915
1440,915
1434,916
1431,916
1432,918
1432,918
1430,918
1429,919
1427,919
1432,913
1426,912
1421,906
1415,868
1414,893
1420,904
1421,904
1424,905
1423,901
1411,882
1401,873
1376,851
1340,839
1320,836
1285,842
1222,863
1203,869
1165,894
1091,906
1053,915
1006,919
976,922
971,923
967,926
967,926
1138,884
983,910
973,920
969,922
966,920
974,885
966,891
933,895
936,899
955,910
962,912
964,913
965,913
966,908
964,896
956,888
936,870
904,848
882,842
842,833
773,847
762,846
739,809
655,879
617,895
539,913
479,916
460,917
447,920
438,921
438,923
442,923
441,924
445,925
454,924
442,928
439,925
442,917
435,915
418,908
424,908
433,911
437,912
439,912
441,910
441,906
438,896
417,868
399,856
361,845
322,839
295,837
245,845
200,869
161,883
108,890
50,900
37,900
7,900
14,898
123,854
124,862
120,820
128,742
73,630
