X,Y
2000,427
1971,424
1963,438
1936,438
1925,468
1906,472
1910,468
1905,472
1918,494
1910,494
1894,554
1900,528
1875,507
1857,490
1872,468
1872,479
1841,469
1831,458
1831,460
1852,886
1836,889
1814,898
1795,909
1774,915
1765,919
1753,917
1736,916
1710,918
1694,918
1676,917
1660,917
1651,917
1645,919
1640,921
1635,923
1635,924
1630,924
1627,924
1627,926
1629,928
1629,930
1629,931
1631,931
1633,930
1634,930
1634,930
1634,930
1634,930
1634,930
1635,930
1635,930
1635,928
1634,929
1633,927
1633,927
1631,926
1629,924
1629,918
1629,909
1632,909
1632,910
1632,913
1632,915
1631,915
1631,914
1631,914
1633,915
1634,916
1635,918
1635,921
1635,922
1636,923
1636,923
1636,923
1637,922
1640,920
1639,920
1637,920
1635,919
1635,918
1635,915
1635,913
1635,911
1634,910
1631,904
1628,898
1622,889
1615,880
1611,875
1607,867
1601,860
1592,858
1584,860
1573,859
1561,860
1546,862
1531,864
1517,872
1500,881
1471,890
1448,898
1434,901
1423,906
1413,909
1396,914
1364,913
1344,910
1325,910
1310,912
1296,913
1281,913
1272,912
1263,912
1257,913
1254,914
1252,916
1252,921
1253,924
1254,924
1253,925
1253,927
1251,927
1249,926
1248,926
1247,926
1246,926
1247,927
1248,929
1248,931
1247,931
1246,931
1245,931
1244,930
1244,929
1245,929
1245,928
1245,928
1245,928
1246,928
1246,926
1246,922
1246,917
1247,913
1250,912
1251,913
1252,913
1252,913
1251,913
1251,913
1251,913
1252,914
1253,915
1254,917
1255,917
1255,917
1255,917
1255,917
1255,917
1254,916
1253,917
1253,917
1253,916
1252,915
1252,912
1252,909
1251,907
1250,902
1249,895
1247,887
1241,882
1236,875
1233,868
1226,857
1221,850
1214,846
1207,841
1196,841
1187,842
1173,846
1156,847
1137,848
1119,864
1104,876
1081,887
1056,891
1039,901
1019,910
1008,908
982,911
954,915
929,913
910,916
896,916
885,917
871,918
862,917
854,916
847,916
842,916
839,916
837,915
837,914
836,914
838,918
834,918
834,920
833,921
832,921
830,921
830,920
830,920
831,920
832,920
832,920
832,922
832,925
831,925
831,926
831,926
831,926
831,927
832,927
834,926
834,926
833,924
830,923
826,921
825,921
825,915
827,912
828,912
828,913
828,909
830,906
832,906
832,906
833,907
834,907
835,907
835,907
836,908
837,909
838,909
838,908
838,908
837,907
836,906
834,903
834,903
834,901
834,901
833,897
830,892
826,887
823,879
821,877
817,867
814,856
807,848
799,840
792,834
784,831
774,827
765,825
752,824
740,826
720,828
697,829
675,838
654,857
635,873
612,882
593,899
580,897
562,893
533,891
507,897
485,906
462,905
446,904
425,903
411,902
396,902
385,901
377,902
375,902
373,902
375,902
377,903
380,905
381,905
378,905
377,906
376,905
376,905
378,904
379,904
380,905
380,905
380,906
380,906
380,906
380,907
379,908
378,908
377,908
377,905
377,904
377,904
377,904
377,904
377,905
377,905
376,905
377,904
377,904
375,904
376,902
376,901
376,900
377,900
377,898
376,896
373,895
372,892
372,891
373,892
375,893
376,893
377,893
377,894
377,895
377,895
378,895
378,896
378,894
377,892
377,891
376,891
376,889
376,889
376,888
376,887
376,887
375,886
375,884
373,881
370,877
366,871
366,869
366,868
367,865
367,863
367,862
367,859
366,856
362,854
359,853
357,851
353,850
350,850
348,849
346,848
346,847
347,843
347,843
346,842
345,842
343,843
340,843
337,842
334,842
329,843
325,843
321,843
316,843
310,843
303,843
296,843
286,843
275,844
267,845
258,849
250,849
240,847
226,845
219,845
