X,Y
1877,879
1879,876
1863,878
1810,881
1870,872
1742,877
1712,880
1709,881
1712,881
1706,881
1703,881
1703,881
1703,881
1704,881
1702,881
1701,881
1700,881
1700,881
1700,881
1700,882
1700,882
1700,884
1700,884
1701,883
1703,883
1704,882
1708,881
1713,877
1717,875
1709,848
1694,878
1685,877
1685,876
1685,875
1678,876
1692,879
1699,883
1702,883
1703,883
1702,883
1702,883
1703,884
1703,884
1703,884
1703,884
1703,883
1702,881
1700,878
1700,876
1700,872
1700,866
1700,862
1700,857
1697,852
1692,845
1683,839
1672,830
1663,824
1650,820
1637,818
1621,823
1608,824
1591,825
1580,845
1541,861
1530,867
1500,871
1495,871
1487,871
1471,881
1439,880
1416,883
1400,888
1385,888
1372,888
1363,888
1355,888
1348,887
1341,887
1339,888
1344,892
1345,895
1341,896
1338,897
1337,897
1336,897
1333,898
1332,900
1329,901
1331,901
1331,901
1331,901
1331,901
1331,901
1332,901
1332,901
1332,902
1332,902
1333,902
1332,902
1332,902
1333,902
1335,902
1335,896
1336,890
1350,882
1353,882
1347,884
1337,890
1329,891
1318,890
1322,894
1327,896
1329,897
1330,897
1330,897
1330,898
1330,899
1330,898
1332,897
1332,895
1334,894
1334,894
1333,891
1332,890
1332,887
1332,884
1332,882
1328,876
1326,869
1320,862
1308,851
1299,846
1290,838
1280,831
1264,829
1250,828
1229,830
1199,833
1192,835
1187,831
1159,837
1144,858
1122,890
1105,888
1108,893
1093,892
1092,893
1104,900
1109,902
1115,906
1117,908
1115,908
1111,906
1113,905
1010,904
911,904
1007,907
909,907
905,906
903,907
900,907
900,909
900,910
900,911
898,912
899,911
900,909
900,907
901,907
902,907
902,907
902,907
902,908
903,908
901,909
900,908
901,906
901,904
901,904
906,903
906,900
908,890
924,878
922,880
917,884
911,886
901,890
897,894
898,894
899,895
900,900
903,902
903,902
903,903
904,903
904,903
904,903
904,903
904,903
904,903
905,903
905,903
907,903
906,902
903,898
902,893
901,888
899,883
894,876
893,869
888,862
878,855
864,849
858,845
849,837
835,830
820,826
802,827
782,832
768,831
742,836
728,839
712,851
688,874
666,888
657,890
639,889
613,884
595,892
578,892
515,894
494,895
481,894
469,894
462,894
461,895
459,897
456,899
455,900
455,900
455,901
455,902
454,902
453,903
453,903
453,904
453,904
452,904
452,904
452,901
453,901
454,902
454,902
454,902
454,902
454,902
454,901
454,894
454,892
478,888
483,875
481,872
480,870
470,873
452,881
445,886
444,887
446,889
448,893
449,895
449,897
449,898
450,898
450,898
450,899
450,899
451,899
452,899
453,899
453,899
456,899
458,899
458,899
458,898
458,898
456,897
453,894
451,887
450,881
450,875
446,869
443,860
438,850
429,843
419,839
410,835
399,835
388,830
370,828
353,827
333,829
318,830
296,833
276,837
272,837
259,842
229,868
217,877
210,876
188,875
163,879
144,883
91,884
71,886
54,886
41,884
30,885
25,884
22,884
22,883
23,883
19,883
18,884
15,886
18,880
18,877
17,874
18,857
18,855
95,836
56,845
33,849
94,852
41,856
33,859
32,860
29,861
30,860
37,853
