X,Y
1876,657
1879,661
1899,653
1872,549
1680,912
1680,919
1680,923
1679,926
1679,927
1677,929
1676,929
1675,931
1675,934
1675,934
1674,933
1674,935
1674,936
1672,929
1671,928
1671,928
1672,928
1675,928
1675,928
1676,910
1675,913
1675,915
1676,914
1666,913
1666,914
1668,919
1671,923
1674,927
1675,933
1675,932
1676,931
1678,930
1677,929
1677,928
1677,924
1677,921
1677,914
1674,905
1669,896
1658,885
1645,877
1630,869
1618,858
1603,855
1582,853
1556,854
1537,853
1519,849
1489,848
1472,859
1434,897
1403,900
1371,900
1344,899
1314,903
1280,918
1253,920
1228,918
1206,917
1192,914
1179,913
1172,914
1172,918
1172,920
1170,923
1171,924
1169,925
1169,924
1167,924
1169,924
1168,925
1167,925
1166,925
1166,925
1167,925
1168,925
1168,925
1167,924
1165,918
1163,911
1163,911
1167,908
1152,909
1143,902
1158,903
1163,906
1168,911
1169,914
1169,916
1167,916
1167,916
1166,915
1166,915
1166,913
1166,913
1166,909
1166,906
1166,896
1163,886
1156,872
1148,866
1110,852
1073,840
1062,840
1035,840
1016,840
995,840
978,840
951,849
913,896
885,899
851,891
825,892
783,905
751,909
727,909
697,911
672,908
657,909
648,910
642,914
641,917
638,916
636,917
634,917
635,916
634,916
634,916
632,916
634,916
635,916
636,916
637,916
638,916
637,916
636,915
637,911
637,908
634,892
652,879
657,884
652,887
641,888
630,889
629,891
629,895
631,909
631,912
632,914
632,916
632,916
633,917
633,918
634,918
634,915
635,912
635,906
635,901
636,895
636,886
634,875
625,864
613,853
601,845
586,830
572,822
552,822
533,822
504,828
469,835
448,836
429,838
404,870
381,896
361,892
325,884
300,881
270,884
238,894
211,896
277,907
297,912
179,912
169,907
165,905
164,903
159,902
159,902
157,901
160,901
161,901
162,901
157,901
156,901
155,900
154,899
154,898
155,898
157,897
158,895
158,894
160,891
162,888
162,871
161,867
172,850
181,854
179,858
170,860
162,865
154,865
152,870
147,870
138,872
100,876
90,876
108,876
76,877
130,878
152,882
154,882
154,882
154,878
155,878
155,875
155,874
154,871
154,870
153,868
153,865
148,858
145,855
130,849
108,847
106,844
99,840
86,835
79,828
62,825
61,819
47,822
