X,Y
1821,656
1898,485
1876,877
1866,885
1891,889
1899,899
1907,909
1909,911
1907,904
1895,902
1901,901
1906,886
1902,891
1915,895
1904,886
1879,859
1874,856
1860,863
1839,874
1826,880
1809,882
1797,882
1791,888
1780,894
1766,897
1751,906
1740,909
1734,913
1731,914
1726,917
1725,917
1725,917
1724,920
1724,919
1723,919
1723,919
1724,919
1723,919
1725,920
1726,920
1725,920
1726,920
1726,920
1727,920
1726,920
1726,920
1726,920
1726,919
1726,919
1726,919
1728,919
1730,920
1731,918
1734,918
1735,918
1735,917
1735,915
1735,915
1738,912
1744,911
1743,911
1740,911
1734,911
1731,908
1726,910
1721,912
1720,914
1716,915
1713,916
1708,916
1706,916
1708,916
1705,916
1718,917
1718,917
1718,918
1699,918
1694,920
1692,920
1701,920
1701,920
1715,921
1711,921
1712,922
1712,922
1701,922
1689,922
1688,922
1684,923
1686,923
1688,923
1690,923
1694,923
1703,922
1707,920
1715,918
1716,916
1715,912
1710,911
1708,906
1703,900
1710,897
1707,879
1706,859
1697,861
1687,870
1672,870
1675,874
1647,891
1630,906
1611,903
1605,903
1594,902
1581,905
1572,907
1557,906
1535,906
1527,910
1521,912
1518,913
1517,915
1516,917
1517,916
1517,917
1516,916
1518,916
1519,916
1521,916
1521,917
1535,919
1536,919
1541,918
1541,919
1575,919
1565,917
1532,917
1524,917
1523,917
1524,916
1527,914
1539,915
1539,917
1537,918
1534,914
1535,916
1535,911
1537,911
1537,911
1533,911
1527,911
1522,911
1519,912
1515,912
1510,913
1508,913
1503,913
1499,913
1502,913
1502,913
1491,913
1483,912
1488,912
1474,911
1472,911
1494,911
1503,913
1506,914
1511,915
1513,916
1514,917
1517,918
1519,918
1519,918
1522,919
1523,920
1524,920
1523,920
1523,920
1523,920
1523,921
1523,921
1523,921
1522,921
1522,920
1522,920
1522,920
1521,919
1521,917
1520,917
1519,916
1518,912
1518,912
1517,909
1516,908
1516,907
1516,905
1516,903
1515,899
1514,895
1511,888
1506,878
1499,868
1491,860
1481,849
1471,847
1459,845
1445,845
1435,847
1400,894
1382,901
1369,902
1356,901
1338,898
1317,898
1301,903
1289,907
1283,907
1280,907
1278,908
1277,911
1276,915
1274,917
1272,917
1270,918
1269,917
1267,917
1267,916
1268,916
1271,915
1271,915
1271,914
1271,914
1271,914
1271,913
1272,913
1272,912
1273,912
1275,911
1276,911
1277,911
1278,910
1284,910
1288,908
1287,907
1286,910
1286,909
1289,909
1292,909
1293,910
1292,910
1291,910
1285,911
1280,912
1276,911
1271,911
1270,911
1269,911
1261,911
1251,911
1251,911
1253,910
1249,917
1252,917
1253,915
1253,912
1261,910
1263,909
1263,910
1263,910
1255,911
1256,911
1256,912
1256,912
1259,912
1260,912
1264,911
1266,911
1265,911
1267,911
1267,911
1266,911
1266,911
1266,911
1267,910
1268,910
1271,911
1266,910
1266,910
1266,908
1266,907
1263,906
1256,904
1253,901
1253,890
1254,885
1254,873
1253,863
1247,860
1239,867
1226,884
1214,891
1200,896
1186,897
1174,896
1165,896
1150,896
1142,899
1131,900
1118,901
1105,902
1094,904
1090,908
1087,910
1085,913
1085,915
1083,915
1078,915
1078,914
1078,914
1077,914
1077,914
1078,914
1078,914
1079,917
1077,917
1076,917
1076,915
1076,915
1077,915
1077,915
1077,916
1077,915
1077,915
1079,915
1080,916
1081,916
1082,916
1086,915
1086,915
1085,915
1086,915
1088,914
1094,912
1098,911
1097,910
1094,912
1086,915
1078,916
1073,917
1074,918
1071,918
1072,918
1071,918
1071,918
1071,918
1072,919
1074,919
1074,920
1075,920
1076,920
1076,920
1077,920
1078,920
1078,920
1081,920
1081,919
1081,918
1081,918
1081,918
1081,918
1081,919
1081,918
1080,918
1080,916
1079,914
1079,913
1078,912
1077,908
1076,906
1076,903
1076,899
1073,889
1071,881
1063,870
1055,858
1042,866
1026,868
1014,871
1006,872
977,899
955,903
941,905
921,903
906,903
887,903
877,906
869,908
864,913
864,913
864,914
863,914
862,915
862,916
862,917
858,917
856,916
857,914
859,915
861,915
860,916
858,916
858,917
858,917
858,917
858,917
859,917
859,916
859,916
861,912
866,908
866,904
866,904
871,904
872,904
872,904
867,905
862,905
855,905
851,906
851,908
852,909
852,910
853,913
853,914
854,915
854,916
854,917
854,918
854,918
856,918
857,918
859,918
859,918
860,918
860,918
860,918
860,918
860,918
860,918
860,918
860,918
860,918
859,916
858,914
857,911
856,909
854,906
851,902
847,896
843,892
839,885
839,876
837,867
830,860
820,856
807,858
787,860
761,870
761,873
764,869
751,871
740,882
722,898
710,898
703,899
705,905
704,912
699,914
697,913
683,910
674,911
640,911
628,910
644,913
697,917
702,918
707,919
643,918
611,919
604,920
598,921
598,920
602,919
606,922
605,921
601,920
598,919
597,919
594,917
595,916
597,915
594,915
596,914
610,913
621,912
619,911
617,908
615,906
615,904
611,902
606,902
606,902
609,901
615,900
619,900
618,899
618,899
612,899
605,902
598,905
594,905
593,908
593,910
593,914
592,916
592,917
592,917
590,917
590,916
591,916
591,916
593,916
594,916
595,917
596,917
596,918
597,918
598,918
598,919
598,919
598,919
598,919
598,919
597,919
597,919
597,920
597,920
597,920
597,920
597,919
598,919
599,921
599,922
598,922
598,922
598,922
597,922
597,921
597,921
597,919
597,918
597,917
597,913
597,908
596,901
595,897
591,891
586,885
577,880
566,876
555,869
537,870
531,870
517,872
508,881
480,886
457,889
447,889
433,891
417,893
399,892
390,894
389,895
390,896
390,898
386,900
387,902
393,907
385,906
386,906
388,909
404,908
421,908
421,910
418,911
417,910
435,910
421,910
406,904
393,901
386,899
385,896
382,893
381,892
381,890
383,890
383,890
384,890
388,887
393,882
396,878
396,880
396,880
389,881
384,881
378,882
372,884
366,892
366,897
367,898
369,899
369,900
370,902
370,904
371,906
371,908
373,909
374,909
374,909
375,909
375,909
375,909
375,909
375,910
375,910
375,910
375,910
375,910
375,909
376,907
377,904
377,903
377,901
377,899
377,895
377,891
376,887
374,884
372,878
367,872
362,868
356,862
346,858
331,858
316,861
300,857
271,867
249,879
242,884
225,886
211,885
208,885
201,888
189,887
173,887
163,886
162,886
167,886
171,887
157,887
154,887
157,887
156,888
159,889
162,887
160,885
165,886
167,889
167,890
165,890
165,890
161,890
160,890
160,889
167,885
169,882
171,874
173,876
171,871
173,865
174,863
174,863
174,864
173,865
170,865
159,865
153,869
145,875
141,881
140,889
134,890
134,893
132,893
135,893
136,893
138,894
139,896
