X,Y
-111,293
40,867
34,866
38,874
38,874
35,874
36,873
44,870
53,863
59,862
56,863
55,862
50,868
49,869
49,872
49,872
48,873
48,873
48,873
47,872
46,872
46,869
45,866
46,861
49,846
58,836
75,829
93,825
115,816
143,818
167,822
190,826
208,845
244,863
261,867
280,865
302,865
331,866
362,873
401,881
431,883
458,884
481,884
499,884
513,886
519,888
523,893
526,899
525,904
526,910
528,910
525,908
523,910
523,911
523,911
522,912
522,912
521,911
520,910
520,910
519,909
519,906
522,898
522,898
516,897
517,897
522,881
525,882
524,882
518,885
517,889
517,895
517,898
517,900
518,901
517,903
518,903
519,903
526,894
527,887
532,872
546,858
558,846
574,842
596,834
611,835
622,833
647,835
672,833
697,835
726,847
764,884
786,891
800,891
833,888
870,887
907,896
936,900
962,902
990,901
1007,902
1022,904
1029,906
1035,909
1036,913
1035,918
1035,917
1033,920
1034,921
1036,920
1037,919
1036,918
1036,918
1034,918
1034,917
1033,917
1029,909
1027,906
1023,906
1013,883
1013,889
1017,889
1025,892
1039,893
1038,894
1037,900
1035,904
1035,908
1034,910
1034,910
1034,910
1036,910
1036,910
1035,910
1035,909
1037,906
1038,903
1041,893
1044,880
1054,868
1070,860
1085,857
1101,858
1124,855
1141,857
1161,858
1186,859
1209,864
1238,877
1262,898
1279,899
1297,899
1331,904
1289,906
1335,915
1416,910
1450,907
1463,908
1477,908
1490,910
1502,910
1502,916
1504,921
1503,925
1503,927
1503,927
1501,927
1501,926
1502,925
1500,925
1501,924
1502,924
1501,922
1500,921
1497,912
1495,905
1490,899
1463,873
1469,879
1470,886
1482,889
1492,889
1504,890
1506,897
1505,898
1503,903
1503,907
1502,913
1502,912
1502,913
1504,914
1505,913
1507,913
1510,912
1511,910
1602,935
1592,939
1528,901
1523,883
1523,876
1525,868
1538,864
1558,863
1573,863
1594,863
1610,865
1629,865
1663,868
1679,875
1692,881
1708,897
1719,899
1744,898
1760,897
1789,898
1807,898
1820,897
1817,898
1846,897
1849,898
1846,897
1853,906
1864,907
1760,908
1773,917
1845,914
1882,913
1887,913
1891,913
1865,917
1857,914
1832,892
