X,Y
93,881
86,872
84,878
83,879
82,879
82,879
84,872
89,867
100,856
125,838
144,820
180,810
233,809
252,813
299,825
358,863
370,868
461,873
517,885
560,886
607,887
490,905
620,904
364,895
619,902
632,903
630,901
627,900
628,901
625,882
607,869
619,872
632,874
629,882
627,887
627,888
628,888
630,887
632,880
638,867
648,860
668,843
703,822
727,816
771,815
817,818
993,875
1070,882
1136,887
1163,889
1200,892
1210,900
1214,901
1216,902
1213,903
1214,904
1210,903
1210,901
1206,899
1199,880
1206,877
1213,877
1212,884
1214,894
1212,896
1210,897
1211,897
1212,894
1216,889
1224,878
1236,868
1263,845
1305,827
1327,826
1376,828
1429,836
1440,836
1510,871
1553,894
1600,885
1678,888
1707,888
1733,888
1746,892
1751,900
1750,901
1753,902
1746,901
1744,900
1748,899
1739,878
1729,868
1740,872
1747,857
1859,425
1873,346
