X,Y
1856,867
1884,874
1825,847
1849,849
1857,859
1855,867
1844,856
1839,839
1838,840
1836,851
1831,860
1831,861
1839,868
1842,873
1842,870
1842,868
1843,868
1836,867
1830,867
1831,863
1827,863
1828,865
1828,868
1828,870
1827,870
1825,870
1814,871
1816,871
1816,870
1815,865
1812,865
1813,864
1812,851
1811,842
1808,838
1803,819
1787,824
1770,858
1764,871
1750,867
1731,868
1713,867
1694,866
1670,865
1640,873
1620,878
1604,882
1590,883
1576,885
1567,886
1563,887
1565,889
1566,889
1564,890
1565,890
1565,890
1566,889
1564,891
1561,891
1558,891
1560,890
1560,890
1561,890
1560,889
1561,888
1561,887
1561,886
1561,882
1567,879
1571,873
1589,873
1589,869
1590,867
1587,866
1574,863
1563,859
1556,860
1548,863
1545,867
1546,868
1547,868
1550,869
1550,867
1549,870
1549,871
1538,871
1543,870
1552,871
1555,872
1555,871
1558,869
1559,868
1559,863
1557,858
1553,850
1543,847
1535,844
1529,836
1516,835
1506,829
1505,820
1499,813
1482,809
1460,839
1446,863
1432,868
1414,871
1395,868
1368,871
1343,877
1324,880
1303,883
1287,888
1272,892
1264,894
1258,895
1253,897
1255,898
1256,899
1254,899
1254,899
1254,898
1252,898
1250,898
1249,899
1250,898
1251,898
1252,898
1251,898
1250,898
1250,896
1250,896
1250,895
1250,895
1252,892
1258,889
1259,872
1256,868
1270,874
1269,875
1256,875
1255,860
1252,860
1246,860
1245,863
1245,866
1246,873
1247,882
1248,885
1248,889
1251,888
1251,888
1251,887
1251,887
1252,887
1254,887
1254,885
1253,877
1221,877
1229,864
1229,850
1226,845
1222,839
1212,833
1202,828
1188,827
1163,830
1156,820
1151,813
1138,819
1111,864
1096,876
1085,884
1071,883
1029,884
1000,880
970,882
950,890
933,895
919,899
910,899
902,898
900,900
901,902
905,904
903,905
900,905
899,905
897,905
895,906
895,906
897,905
898,905
898,905
899,905
900,905
900,905
900,902
901,901
901,895
900,887
900,881
916,879
915,876
910,871
905,866
897,869
889,876
889,879
886,882
886,889
886,894
887,894
888,895
888,897
889,896
891,897
892,896
737,913
756,914
800,921
730,921
723,920
723,920
830,879
864,856
863,849
849,850
848,852
845,844
822,845
771,852
772,850
769,840
752,845
738,876
715,886
704,887
682,886
656,885
639,887
618,890
591,898
567,902
551,906
537,908
529,912
522,914
521,917
520,919
520,919
517,919
520,921
520,920
520,920
519,920
519,921
516,921
514,919
514,919
516,919
516,918
517,917
517,916
519,916
519,913
519,910
519,902
519,889
525,877
534,870
535,875
534,878
524,886
522,886
519,887
511,889
511,891
511,896
512,901
512,905
513,907
513,908
513,907
512,907
512,908
512,907
514,907
516,907
518,906
518,904
518,901
518,896
515,890
512,886
501,881
346,913
337,919
436,857
453,847
454,849
446,850
428,853
409,851
386,850
374,850
351,857
334,883
317,888
305,888
296,891
265,892
277,897
300,900
204,897
279,904
259,905
264,906
282,904
243,903
218,903
198,898
181,899
178,899
181,897
196,897
192,896
191,897
204,896
201,896
195,896
188,895
185,889
180,887
182,885
190,875
198,871
197,864
197,864
192,867
182,869
179,870
177,871
170,876
165,876
163,877
163,882
166,890
167,894
168,897
169,898
170,897
170,898
170,898
170,897
170,897
171,896
171,893
8,859
30,857
