X,Y
1860,869
1888,888
1908,871
1901,872
1885,873
1868,873
1857,872
1847,873
1836,872
1819,878
1810,880
1798,881
1789,882
1789,886
1777,885
1770,888
1769,889
1768,889
1767,889
1768,890
1766,891
1766,892
1766,892
1764,893
1764,894
1763,895
1764,894
1764,894
1764,895
1763,895
1764,895
1764,895
1764,895
1764,895
1761,895
1760,896
1759,897
1760,895
1758,889
1758,884
1762,885
1764,887
1765,889
1765,892
1765,892
1765,893
1765,894
1765,895
1765,895
1765,895
1765,896
1765,896
1765,897
1765,896
1764,894
1765,893
1765,885
1765,879
1764,870
1758,859
1753,851
1748,843
1740,841
1728,835
1719,836
1710,835
1700,833
1681,833
1664,836
1647,836
1623,844
1602,855
1584,876
1572,881
1559,880
1541,879
1522,886
1495,887
1480,892
1468,892
1459,895
1453,898
1450,897
1451,899
1450,900
1449,902
1448,902
1446,903
1446,902
1448,901
1450,901
1451,901
1452,901
1452,900
1450,900
1448,901
1448,901
1446,901
1444,901
1442,900
1439,898
1438,899
1438,899
1439,895
1444,893
1447,889
1449,890
1449,891
1449,891
1449,891
1450,891
1450,891
1450,891
1450,892
1451,893
1452,894
1452,894
1452,895
1452,895
1452,894
1453,893
1453,891
1452,887
1452,884
1450,874
1447,868
1442,863
1439,859
1434,854
1426,846
1419,837
1410,832
1399,830
1385,829
1371,829
1356,832
1311,837
1305,842
1287,855
1268,868
1250,866
1238,878
1204,898
1182,893
1165,895
1148,899
1135,903
1123,905
1114,906
1110,908
1110,910
1109,912
1114,912
1112,913
1110,912
1111,913
1109,913
1109,912
1164,900
1122,904
1111,909
1108,911
1106,911
1106,911
1105,912
1103,912
1103,912
1102,912
1099,911
1096,909
1097,904
1098,903
1096,902
1094,898
1096,898
1098,898
1098,900
1098,902
1098,903
1102,904
1103,904
1103,904
1104,904
1104,903
1104,902
1104,897
1104,889
1104,886
1103,884
1102,879
1097,868
1090,860
1082,851
1078,847
1068,840
1056,834
1045,829
1032,830
1017,831
1000,831
979,830
950,831
933,848
915,866
894,877
861,909
835,915
814,902
789,905
769,908
753,912
739,914
731,915
727,917
726,918
726,918
726,919
727,918
878,899
827,901
813,902
875,887
877,877
877,867
737,901
720,910
718,913
720,913
724,913
722,912
721,913
718,913
720,915
720,914
719,914
717,910
715,905
708,899
709,900
712,900
713,903
714,904
715,907
715,912
715,914
715,915
715,914
718,914
720,914
722,914
723,914
724,912
724,911
724,907
724,905
723,900
721,893
720,886
717,882
710,871
701,860
693,854
684,849
675,846
664,846
652,845
638,843
623,841
597,840
588,856
550,865
541,884
528,887
510,891
486,894
465,909
436,903
417,905
397,911
369,919
350,922
342,922
337,922
335,922
332,924
333,925
332,927
335,927
337,927
337,926
335,925
335,924
335,923
333,921
351,920
368,914
485,865
487,854
366,897
345,911
344,912
347,910
340,909
332,912
328,916
328,918
330,917
333,916
331,913
324,913
318,921
320,920
316,920
279,919
301,918
263,918
277,918
273,918
256,919
291,913
314,911
321,908
327,905
323,901
321,890
279,890
282,876
289,869
282,862
284,853
279,851
271,838
262,830
238,831
229,839
225,842
215,852
198,881
187,875
178,877
162,881
155,884
133,886
113,884
92,883
69,885
51,890
46,890
41,889
29,889
12,888
2,889
3,888
16,879
5,878
0,879
4,880
11,880
161,878
169,878
