X,Y
4,841
-13,850
9,869
21,868
55,880
69,882
94,882
113,882
133,887
149,891
161,894
171,896
178,898
183,899
189,899
187,898
187,899
185,899
184,899
184,900
185,902
187,902
186,903
186,904
185,904
186,904
185,904
185,903
186,898
187,898
187,898
185,898
183,893
183,890
186,888
188,888
189,889
189,889
188,891
188,893
187,894
187,895
187,896
187,895
186,893
186,892
186,889
186,882
186,876
188,869
192,864
203,858
213,852
228,850
254,852
270,854
301,858
313,865
329,870
345,876
359,881
384,880
411,880
437,880
455,882
469,884
488,891
504,894
513,896
524,899
533,900
535,901
537,902
540,902
539,902
538,902
538,904
538,904
538,905
540,906
539,906
539,906
538,906
539,906
540,906
540,906
541,906
542,905
542,904
541,904
542,904
541,900
544,895
545,894
554,892
552,893
552,893
549,894
548,895
547,896
546,897
545,897
544,898
544,897
539,898
538,897
538,894
539,888
543,881
548,874
555,864
564,853
572,847
586,843
599,837
614,840
630,841
672,844
695,845
711,861
732,866
745,878
766,883
800,882
821,886
845,890
863,892
880,899
897,902
911,903
925,906
931,908
935,909
937,912
936,912
937,911
938,911
939,910
940,910
939,910
939,910
937,911
936,911
938,911
940,910
940,910
940,910
941,909
943,909
945,908
944,905
944,903
939,901
940,899
941,900
945,900
945,902
943,905
941,906
939,907
938,909
939,909
939,909
940,909
940,909
940,907
940,906
940,904
940,899
940,895
941,888
943,882
948,872
956,866
967,856
986,850
1001,845
1023,842
1042,843
1067,848
1086,852
1097,864
1114,879
1136,886
1162,889
1178,890
1204,894
1224,899
1255,904
1274,904
1291,904
1302,905
1311,906
1314,906
1318,906
1318,906
1318,906
1320,908
1320,908
1322,909
1322,908
1322,908
1319,908
1320,909
1321,909
1322,910
1321,910
1323,910
1325,910
1325,910
1326,910
1327,910
1327,907
1328,906
1328,906
1328,906
1324,905
1324,905
1325,905
1327,905
1327,906
1328,906
1328,907
1328,908
1327,908
1326,908
1326,907
1326,907
1325,907
1325,907
1324,906
1324,905
1323,905
1322,905
1323,901
1324,897
1324,891
1326,885
1328,882
1336,871
1347,866
1360,860
1375,855
1396,849
1424,849
1442,850
1453,852
1468,859
1481,872
1496,878
1516,881
1533,885
1561,893
1562,894
1586,897
1609,903
1627,906
1643,906
1650,906
1655,908
1658,909
1658,912
1659,913
1662,912
1661,912
1659,912
1658,912
1659,912
1657,912
1656,913
1656,913
1655,914
1656,913
1656,913
1656,913
1657,913
1658,913
1658,912
1661,912
1663,910
1662,910
1662,910
1661,910
1661,907
1662,905
1662,905
1664,905
1665,905
1665,906
1665,907
1666,907
1665,907
1663,907
1662,907
1662,906
1662,905
1661,903
1661,901
1661,898
1660,895
1661,892
1662,888
1664,883
1669,874
1681,867
1690,863
1698,862
1714,861
1725,859
1735,861
1748,862
1754,864
1760,868
1772,868
1784,875
1798,879
1812,888
1823,888
1833,889
1847,889
1861,888
1871,890
1880,891
1881,885
1882,888
1883,895
1897,893
1894,894
1889,905
1789,886
1863,898
1873,907
1874,902
1858,903
1866,904
1868,898
1868,909
1867,907
1864,907
1862,906
1860,903
1872,894
1882,893
