X,Y
1764,894
1764,895
1757,877
1749,868
1706,875
1671,877
1638,888
1623,892
1601,897
1598,901
1598,903
1597,909
1595,915
1596,917
1596,915
1594,915
1595,906
1599,905
1591,902
1590,902
1593,903
1594,904
1595,904
1600,904
1601,902
1601,896
1594,883
1576,869
1559,856
1523,839
1482,834
1459,838
1411,841
1357,883
1335,887
1251,896
1179,903
1153,909
1121,915
1119,917
1114,919
1113,920
1111,921
1108,923
1107,923
1109,921
1115,904
1115,907
1112,911
1118,914
1114,914
1112,915
1114,915
1115,912
1111,897
1102,883
1080,866
1049,845
1027,835
984,833
924,840
891,848
828,862
750,882
716,901
643,917
592,922
586,915
578,920
569,919
571,918
720,895
577,914
569,919
571,920
568,918
570,906
566,907
566,909
568,909
567,909
568,909
568,909
568,902
556,882
543,867
515,849
476,834
451,833
408,828
362,851
318,862
267,872
178,897
149,902
100,903
69,902
60,905
57,911
51,909
50,911
55,911
201,836
71,887
64,903
67,893
60,894
48,893
43,888
45,887
47,887
50,888
49,888
