X,Y
1813,870
1813,872
1812,867
1817,867
1818,867
1819,867
1809,860
1810,871
1811,871
1815,870
1816,879
1821,801
1797,876
1789,871
1793,873
1768,830
1763,843
1752,465
1738,422
1679,873
1677,876
1654,878
1642,881
1629,884
1623,884
1616,884
1615,886
1613,886
1613,886
1614,886
1613,886
1612,888
1611,889
1612,888
1611,888
1611,888
1610,888
1611,889
1611,890
1611,890
1611,889
1612,889
1611,889
1610,889
1609,889
1609,889
1610,885
1610,883
1605,878
1617,875
1616,879
1611,881
1602,881
1602,882
1609,890
1612,890
1613,890
1614,890
1614,890
1614,890
1614,889
1612,888
1612,887
1612,885
1612,878
1610,872
1609,867
1601,859
1596,853
1588,847
1578,836
1572,834
1563,836
1538,827
1528,827
1518,831
1503,848
1483,866
1445,857
1433,862
1418,867
1396,875
1379,881
1362,884
1349,886
1342,886
1338,886
1333,886
1335,887
1332,888
1329,890
1329,891
1330,892
1329,892
1331,893
1331,893
1332,892
1332,892
1332,892
1332,892
1332,892
1333,892
1333,892
1333,891
1332,890
1331,891
1330,891
1330,891
1331,890
1329,889
1321,873
1322,875
1323,878
1327,885
1328,889
1328,887
1327,886
1332,891
1332,892
1333,893
1333,894
1330,892
1330,891
1330,887
1330,882
1327,877
1321,864
1313,856
1302,850
1294,840
1285,837
1272,833
1265,830
1254,829
1241,834
1215,865
1214,874
1188,874
1163,873
1132,873
1116,874
1098,876
1078,881
1062,882
1041,884
1163,892
1030,891
1019,889
1019,890
1014,892
1017,891
1024,891
1184,897
1033,896
1017,896
1013,895
1015,895
1015,896
1014,896
1015,900
1014,900
1014,900
1016,900
1017,900
1017,899
1018,898
1017,896
1012,886
1013,887
1013,877
1023,872
1023,876
1016,880
1008,883
1000,885
997,884
999,882
1002,887
1005,890
1010,894
1010,894
1012,895
1012,895
1012,894
1014,893
1014,890
1014,885
1013,879
1011,874
1007,866
1000,860
990,856
983,850
976,835
969,829
956,834
936,834
917,837
903,839
893,834
887,831
871,832
858,870
817,866
795,866
775,868
757,871
735,872
719,876
705,880
680,883
813,891
786,889
677,887
665,885
663,886
667,887
664,888
664,889
825,888
833,888
838,886
755,887
671,888
664,891
663,891
803,863
803,852
683,877
750,854
682,871
700,872
674,872
691,870
691,866
685,867
672,871
661,883
659,889
646,886
647,886
652,882
654,882
657,886
656,887
657,889
657,889
659,891
661,891
661,890
661,890
661,889
661,888
659,884
659,878
658,866
634,862
638,857
634,850
635,836
631,832
621,820
615,817
602,814
592,810
581,814
565,818
555,819
545,820
529,821
507,833
481,861
403,865
454,868
379,874
462,885
475,887
474,888
460,887
469,887
398,884
342,884
334,885
329,889
328,890
398,892
380,896
335,893
416,878
435,863
422,861
368,864
373,863
343,865
355,857
358,856
353,857
346,858
336,859
307,858
305,863
289,872
294,873
278,873
271,877
278,876
298,877
310,879
314,879
317,879
318,879
321,878
321,876
322,875
322,872
320,871
318,867
317,866
314,858
311,854
304,847
296,837
295,827
287,819
274,807
271,810
258,809
236,815
202,825
199,822
196,822
191,822
179,823
166,829
131,831
110,857
-38,616
-30,638
-27,627
-17,589
-20,574
-53,586
-77,592
-129,584
