X,Y
28,904
51,902
69,902
87,901
103,909
111,913
118,917
111,917
104,916
114,915
114,914
114,908
112,906
114,909
120,910
126,910
128,911
126,911
124,911
123,912
122,913
121,913
121,914
120,914
119,913
119,899
121,887
140,879
168,877
191,877
254,878
300,899
325,903
377,906
439,905
468,908
496,910
502,915
508,917
509,920
509,922
505,922
506,924
502,928
504,928
751,535
702,658
711,671
716,625
632,754
561,875
596,877
626,887
677,900
725,910
757,912
826,916
862,920
872,924
877,926
880,929
880,929
880,927
1116,524
1068,636
1055,682
893,900
899,891
925,882
944,883
992,884
1041,899
1063,899
1115,907
1176,917
1207,918
1233,921
1253,925
1252,928
1254,929
1254,929
1255,927
1256,926
1256,926
1254,925
1261,922
1257,922
1255,922
1251,919
1261,919
1269,917
1266,916
1262,918
1260,920
1260,920
1259,919
1259,919
1259,915
1264,901
1275,892
1296,881
1334,879
1353,881
1386,881
1430,888
1458,895
1501,909
1565,912
1584,915
1607,916
1609,919
1614,922
1613,925
1622,924
1623,922
1620,923
1613,923
1615,923
1615,922
1614,920
1615,920
1618,919
1615,917
1613,917
1619,918
1624,918
1622,918
1622,918
1626,916
1632,916
1630,916
1628,914
