X,Y
1907,883
1800,494
1827,467
1825,536
1765,480
1845,668
1841,676
1834,657
1830,672
1791,641
1780,543
1780,556
1777,555
1760,555
1741,556
1734,570
1736,588
1672,645
1664,720
1679,719
1628,746
1621,720
1618,719
1617,727
1621,711
1617,719
1620,692
1654,647
1632,650
1594,645
1606,634
1604,644
1563,638
1562,676
1562,732
1524,714
1554,724
1530,710
1536,705
1548,784
1564,809
1545,849
1518,807
1481,858
1482,880
1470,904
1486,879
1496,881
1516,887
1517,887
1518,888
1518,888
1519,889
1519,889
1519,886
1519,881
1518,872
1513,863
1504,852
1491,841
1478,832
1455,823
1400,815
1352,818
1257,868
1237,866
1249,873
1248,868
1225,871
1213,871
1165,896
1126,891
1084,898
1053,902
1019,901
999,899
985,898
976,902
977,901
976,900
968,899
1140,883
1216,850
1210,839
1197,830
1179,824
1163,821
976,884
971,901
946,888
968,877
967,880
966,880
955,876
952,878
958,886
968,891
971,893
971,895
972,895
972,894
971,894
972,891
973,885
972,879
970,872
961,860
950,851
932,841
906,828
891,819
874,815
849,814
823,819
793,822
756,824
714,848
702,855
680,848
659,852
624,841
595,853
563,871
526,883
499,888
466,891
444,892
432,888
419,892
418,897
416,898
410,897
414,896
418,895
655,840
658,828
640,821
602,807
413,882
407,888
406,883
470,847
441,849
417,870
417,877
416,882
402,877
388,874
398,878
411,882
415,884
416,883
414,882
415,881
414,881
414,880
414,880
414,877
413,868
413,862
408,853
397,844
377,835
360,823
347,816
325,813
303,813
281,814
249,818
219,820
204,844
178,856
168,861
148,864
68,875
68,873
55,877
78,877
156,873
165,870
162,867
86,762
91,764
