X,Y
31,329
35,359
39,356
39,352
48,375
70,597
65,548
88,641
84,736
48,857
47,857
58,867
50,868
57,857
22,860
20,863
19,863
20,864
20,871
31,876
47,881
67,886
76,887
81,885
90,885
103,885
116,884
142,878
159,877
172,876
190,877
201,878
213,882
221,884
225,886
228,887
230,888
232,889
233,890
233,890
233,889
231,889
232,889
233,889
232,891
232,892
232,892
232,893
231,894
231,895
231,895
231,895
231,896
231,896
231,896
231,891
228,888
227,881
221,878
219,879
217,879
216,880
223,880
234,880
242,880
246,880
244,881
243,881
244,881
243,881
243,884
243,886
242,888
242,890
241,891
241,892
241,892
240,891
239,891
238,891
236,891
236,891
235,891
233,890
232,890
231,889
230,888
229,887
229,886
229,885
229,883
229,881
229,879
228,877
228,875
229,875
230,872
231,869
234,868
241,866
247,866
258,866
272,866
288,866
307,866
320,869
338,875
346,881
367,885
375,886
386,888
391,888
399,888
405,887
427,884
443,884
458,883
467,881
484,881
495,881
501,882
506,886
510,887
514,888
511,889
512,890
515,891
512,891
513,892
511,892
514,892
513,892
512,893
512,893
513,894
513,896
513,897
513,897
514,898
514,899
513,899
511,898
512,898
512,898
511,898
511,897
510,897
510,897
510,896
511,895
512,895
511,891
504,887
503,887
500,885
500,885
500,885
504,887
513,888
520,888
520,888
522,888
522,888
521,888
521,888
521,888
520,889
518,891
516,892
515,893
514,893
513,894
513,894
513,895
513,895
512,895
512,894
512,894
512,893
511,891
511,890
511,889
511,888
512,887
513,883
514,880
515,879
515,876
514,875
514,875
514,875
516,874
521,873
527,871
540,867
554,867
567,868
580,868
591,873
603,879
618,884
635,885
643,887
651,887
657,888
663,888
674,888
694,887
712,886
724,885
737,883
745,883
757,882
771,882
776,884
783,885
789,886
794,888
797,888
797,888
798,888
797,888
798,888
799,889
799,889
799,890
799,890
800,890
800,890
801,890
801,890
800,891
800,891
800,892
802,891
803,891
803,892
804,892
804,892
804,892
806,891
806,891
808,891
808,890
808,887
808,884
808,884
807,883
802,880
800,880
800,881
801,881
802,882
804,882
808,882
809,883
809,884
807,885
805,888
802,889
801,889
803,890
799,890
799,890
799,890
799,889
800,888
